Abandono,Gender,Age,High_School_GPA,Language_Level,Toefl
0,0,18,76.59,7,567
0,1,18,80.35,8,601
0,1,18,79,7,577
0,1,18,76,7,583
0,0,18,86.64,8,630
0,1,18,79.95,7,563
0,0,18,90.74,8,610
0,1,18,78.2,8,607
0,1,18,84.21,8,600
0,0,18,94.74,8,663
0,0,18,98.64,8,673
0,0,18,95.05,8,640
0,0,18,85.9,8,613
0,1,18,93.04,8,647
0,1,18,91.17,8,610
0,0,18,90.55,8,613
0,1,18,79.72,7,550
0,0,18,74.81,7,550
0,0,18,88.31,8,603
0,1,18,81.53,6,520
0,1,18,84.05,7,587
0,1,18,91.52,8,627
0,1,18,82.3,7,567
0,0,18,83.57,7,570
0,0,18,87.02,7,553
0,1,18,74.67,4,457
0,0,18,85.86,7,550
0,0,18,82.9,7,550
1,1,18,75.74,5,510
0,0,18,90.26,7,573
0,1,18,86.24,8,603
0,0,18,84.12,7,560
0,0,18,81.14,7,550
0,1,18,89.45,7,590
0,1,18,90.1,7,570
0,1,18,92.33,7,550
0,1,18,93.5,7,550
0,1,18,84.14,7,570
0,0,18,88.62,7,550
0,0,18,87.39,8,640
0,1,18,82.58,7,550
0,1,18,90.71,7,550
0,1,18,86.7,8,620
0,1,18,80.38,7,593
0,1,18,80.07,7,553
0,0,18,95.55,8,653
0,1,18,88.98,8,663
0,1,18,96.73,8,633
0,1,18,76.06,7,550
1,0,18,90.6,8,630
0,1,18,79.67,8,607
0,0,18,91.19,8,630
0,1,18,96.31,8,657
0,1,18,97.21,8,647
0,1,18,81.43,7,550
0,1,18,87.33,8,623
0,0,18,85.79,7,567
0,1,18,87.54,8,647
0,0,18,95.27,7,577
0,0,18,89.5,7,550
0,0,18,85.12,6,520
0,0,18,91.65,8,660
0,0,18,80.45,8,613
0,0,18,82.14,7,557
0,0,18,80.44,7,550
0,1,18,82.14,7,550
0,1,18,96.45,8,613
0,1,18,81.29,7,550
0,0,18,86.67,7,550
0,1,18,91.12,8,620
0,1,18,75.63,7,550
0,1,18,84.93,8,640
0,1,18,75.16,5,483
0,1,18,84.5,7,583
0,0,18,94.88,7,580
0,1,18,88.4,7,577
0,0,18,82.76,7,550
0,0,18,91.69,8,637
0,1,18,96.86,7,577
0,1,18,96.21,7,550
0,1,18,93,7,560
0,1,18,73.67,4,453
0,0,18,95.48,7,550
0,1,18,88.52,7,590
0,1,18,88.05,8,623
0,0,18,87.05,6,520
0,1,18,83.76,7,553
0,1,18,86.88,7,570
0,1,18,78.02,6,520
0,1,18,96,7,563
0,0,18,79.29,7,550
0,0,18,85.72,7,560
0,0,18,87.95,7,573
0,0,18,83.5,7,560
0,1,18,87.52,8,633
0,1,18,87.62,7,590
0,1,18,77.39,7,560
0,0,18,83.67,8,640
0,1,18,88.31,7,570
0,0,18,84.57,7,567
0,0,18,95.33,8,673
0,1,18,87.5,8,667
0,1,18,93.98,7,588
0,0,18,81.14,7,550
0,1,18,96.79,7,580
0,0,18,77.48,4,447
1,0,18,78.44,6,533
0,0,18,80.88,6,520
0,1,18,83.67,8,603
0,1,18,82.64,7,577
0,0,18,91.24,8,630
0,0,18,75.07,7,570
0,0,18,82.33,7,550
0,0,18,81.72,7,583
0,1,18,79.11,6,540
0,1,18,81.6,7,550
0,1,18,96.9,6,520
0,0,18,92.62,8,650
0,1,18,96.76,7,590
0,1,18,86.12,7,557
0,0,18,78.45,6,520
0,0,18,89.57,7,550
0,0,18,87.43,6,520
0,0,18,86,8,640
0,1,18,80.25,8,630
0,1,18,94.81,8,607
0,1,18,80,7,587
0,1,18,88,7,553
0,0,18,97.12,8,643
0,1,18,84.17,7,560
0,1,18,88.38,7,577
0,1,18,97.95,8,627
0,1,18,85,6,527
0,1,18,88.62,7,563
0,1,18,92.4,8,620
0,0,18,93.05,8,617
0,0,18,97,8,647
0,0,18,93.95,8,600
0,0,18,87.02,5,516
0,1,18,78.11,7,557
0,0,18,86.55,8,600
0,1,18,83.91,7,587
0,0,18,93.83,7,587
0,0,18,93.9,8,600
0,0,18,81.21,8,648
0,0,18,92.62,8,621
0,1,18,81,8,600
0,1,18,87.19,8,610
0,1,18,82.32,8,620
1,0,18,75.87,5,500
0,0,18,84.95,7,550
0,0,18,83,8,627
0,1,18,80.5,7,593
0,1,18,85.38,8,647
0,0,18,94.82,8,630
0,1,18,87.74,8,610
0,1,18,78.69,7,560
0,1,18,83.07,7,577
0,1,18,81.07,8,617
0,1,18,80.19,7,597
0,0,18,95.36,8,647
0,0,18,79.7,7,550
0,0,18,97.52,8,650
0,1,18,92,8,623
0,0,18,93.24,8,610
0,0,18,88.29,7,567
0,1,18,86.88,8,638
0,1,18,90.29,7,550
0,1,18,98.24,8,600
1,0,18,90.71,8,647
0,1,18,77.06,7,550
1,0,18,96.74,8,633
0,0,18,88.02,7,550
0,0,18,95.86,8,653
0,0,18,77.44,7,550
0,0,18,87,7,593
0,1,18,60,6,537
0,0,18,91.45,7,553
0,0,18,87.21,8,630
0,1,18,94.12,7,590
0,0,18,94.57,7,550
0,0,18,97.24,8,623
0,1,18,92.43,8,627
0,0,18,94.43,8,637
0,0,18,96.18,8,653
0,1,18,90.24,8,613
0,0,18,90.45,7,591
0,0,18,87.93,8,603
0,0,18,91,7,580
0,0,18,90.05,7,583
0,0,18,93.92,8,620
0,0,18,85.33,7,563
0,1,18,88.69,8,617
0,1,18,76.51,7,550
0,1,18,82.49,8,611
0,0,18,87.26,7,550
0,0,18,80.76,8,663
0,1,18,78.93,8,600
0,1,18,75.9,5,503
0,1,18,83.1,8,603
0,0,18,91.81,8,613
0,0,18,82.02,7,573
0,1,18,82.21,8,610
0,1,18,85.24,7,583
0,1,18,81.24,7,568
0,0,18,83,7,577
0,0,18,92.05,6,520
0,1,18,76.93,7,560
0,0,18,92.6,7,590
0,1,18,91.33,8,607
0,0,18,94.52,7,593
0,0,18,88.05,7,590
0,1,18,85.34,6,537
0,1,18,81,8,627
0,1,18,92.93,8,610
0,0,18,82.09,5,489
0,0,18,79.23,8,603
0,0,18,82.42,8,607
0,1,18,85.17,7,557
0,0,18,98.12,8,607
1,0,18,86.81,8,647
0,1,18,78.83,5,507
0,1,18,91.12,7,587
0,1,18,99.27,8,670
0,0,18,94.67,8,610
0,1,18,78.68,7,563
0,1,18,87,8,627
0,1,18,87.31,8,610
0,0,18,91.43,8,630
0,1,18,82.65,6,520
0,1,18,88.98,8,643
0,1,18,87.69,7,590
0,1,18,88.36,6,533
0,1,18,78.33,7,550
0,0,18,83.37,7,550
0,1,18,96.81,8,650
0,1,18,77,8,610
0,1,18,87.81,5,507
0,1,18,85.95,7,550
0,0,18,96.46,8,623
0,1,18,76.76,6,520
0,0,17,86.24,7,550
0,1,17,87.81,5,487
0,1,17,85.71,8,650
0,1,17,96.26,8,623
0,1,17,83.02,8,613
0,0,17,89.98,8,620
0,0,17,86.6,7,560
0,0,17,89.07,7,577
0,1,17,83.4,7,550
0,1,17,78.12,7,550
0,1,17,85.05,8,620
0,1,17,83.93,7,563
0,0,17,87.47,8,647
0,0,17,90.6,7,550
0,0,17,84.47,7,594
0,1,17,86,7,570
0,1,17,80.16,7,550
0,1,17,98.07,7,550
0,0,17,86.93,7,550
0,1,17,90,8,623
0,0,17,89.88,8,633
0,1,17,90.02,8,633
0,1,17,88,7,583
0,0,17,89.24,8,613
0,1,17,84.88,4,477
0,0,17,89.85,6,533
0,0,17,84.21,7,567
0,0,17,91.33,7,593
0,0,17,91.48,8,623
0,1,17,80.64,7,563
0,1,17,89.18,7,573
0,1,17,90.21,7,580
0,0,17,91.79,7,583
0,1,17,87.98,7,550
0,1,17,97.88,8,623
0,1,17,90.64,8,610
0,1,17,94.59,8,600
0,0,17,74.7,4,463
0,0,17,92.6,8,607
0,0,17,80.58,7,550
0,1,17,86.62,7,580
1,0,17,76.83,6,520
0,0,17,88.62,7,580
1,1,17,85.02,7,580
0,0,17,87.51,8,653
0,0,17,90.48,7,557
0,0,17,91.61,7,567
0,0,17,85.02,6,520
0,0,17,84.05,7,560
0,0,17,84.67,8,647
0,1,17,89.44,8,627
0,1,17,72.73,7,568
1,0,18,87.71,6,523
0,0,18,83.29,6,520
0,1,18,89.24,8,607
0,1,18,89.26,7,550
0,1,18,81.33,7,580
0,0,18,82.12,5,497
0,1,18,88.31,8,627
0,1,18,94.31,8,630
0,0,18,89.63,7,550
0,0,18,89.33,7,550
0,0,18,78.29,4,433
0,0,18,81.93,6,520
0,1,18,87.45,8,620
0,0,18,91.79,6,543
0,0,18,88.81,6,520
0,1,18,93.33,7,580
0,1,18,83.57,7,597
0,0,18,78.93,7,580
0,1,18,81.64,7,593
0,1,18,82.52,8,617
0,1,18,89.5,7,550
0,0,18,86.07,8,627
0,1,18,86.91,7,550
0,0,18,96.76,8,623
0,0,18,87.64,7,583
0,1,18,84.45,7,563
0,1,18,94.46,7,550
0,0,18,91,7,573
0,0,18,89.76,8,600
0,0,18,91.45,8,600
0,0,18,93.12,8,600
0,0,18,93.79,7,587
0,1,18,78.98,7,570
0,1,18,80.05,7,550
0,0,18,89.67,7,587
0,0,18,95.17,8,610
0,1,18,81.45,7,550
0,1,18,87.26,7,563
0,1,18,94.06,7,570
0,0,18,94.67,8,650
0,1,18,85.93,8,650
0,1,18,90.76,7,573
1,0,18,89.4,8,600
0,0,18,84.14,6,543
0,1,18,87.05,8,640
0,1,18,92.64,8,620
0,1,18,87.29,4,477
0,1,18,96.43,8,620
0,0,18,87.81,7,573
0,1,18,91.29,8,633
0,0,18,90.36,7,550
0,1,18,91.1,7,590
0,0,18,86.14,7,550
0,0,18,90.86,8,603
0,1,18,86.69,8,620
0,1,18,79.72,7,550
0,1,18,82.48,5,486
0,0,18,87.17,8,633
0,1,18,75.46,7,550
0,1,18,88.93,8,600
0,1,18,80.26,7,590
0,1,18,88.74,7,583
0,1,18,85.19,7,583
0,1,18,78.82,7,584
0,0,18,85.43,7,550
0,1,18,87.55,8,623
0,1,18,96.19,8,623
0,0,18,87.52,7,560
1,0,18,88.14,7,563
0,0,18,87.85,8,603
0,0,18,95.45,8,607
0,0,18,87.57,7,550
0,0,18,90.4,8,607
0,1,18,88,7,550
0,0,18,87.6,7,553
0,1,18,84.07,7,550
0,0,18,91.93,7,550
0,1,18,88.17,7,570
0,1,18,84.49,8,657
0,1,18,88.93,7,550
0,1,18,84.17,7,567
0,1,18,91.69,8,627
0,1,18,81.76,4,477
0,0,17,86.36,7,597
0,1,17,81.05,7,587
0,1,17,88.43,7,550
0,0,17,87.24,7,563
0,0,17,86.93,7,590
0,0,17,98.55,7,570
0,0,17,91.21,7,550
0,1,17,82.49,8,613
0,0,17,94.05,7,580
0,0,17,77.7,7,560
0,0,17,82.24,8,653
0,0,18,79.933,7,550
0,0,18,90.452,8,603
0,0,18,87.309,8,619
0,1,18,84.761,8,617
0,0,18,82.511,7,570
0,0,18,93.238,8,630
0,1,18,86.809,7,563
0,0,18,95.333,7,593
0,0,18,94.047,8,603
0,0,18,88.476,7,597
0,1,18,89.714,7,577
0,0,18,79.931,8,607
0,0,18,94.333,8,650
0,1,19,77.404,5,517
0,0,18,80.636,8,633
0,1,18,95.346,8,633
0,0,18,87.761,7,587
0,0,18,86.238,8,643
0,0,18,87.534,8,617
0,1,18,91.448,8,658
0,1,17,84.928,8,603
0,0,18,88.261,7,590
0,0,18,83.666,7,597
0,0,18,91.5,8,640
0,1,18,86.095,7,563
0,0,18,90.69,7,597
0,0,18,82.511,7,553
0,1,17,82.162,8,610
0,0,18,91.19,7,597
0,1,17,84.136,8,603
0,0,17,92.452,8,603
0,0,19,91.452,8,603
0,0,17,85.119,7,587
0,1,18,85.209,7,567
0,0,18,92.448,8,617
0,1,19,86.071,7,587
0,1,18,85.261,8,627
0,0,17,76.702,7,550
0,1,18,93.261,8,630
0,1,18,92.214,8,660
0,0,17,89.738,8,600
0,0,18,74.722,7,560
0,1,18,83.93,8,658
0,0,18,88.023,7,587
0,1,18,81.047,7,579
0,0,18,92.119,8,607
0,1,18,90.642,8,630
0,1,17,76.75,8,607
0,1,17,86.523,8,634
0,1,18,94.571,8,667
0,1,18,88.333,6,520
0,1,18,89.357,7,550
0,0,19,95.047,8,617
0,1,18,92.261,8,617
0,0,19,78.266,7,593
0,1,17,81.357,7,590
0,1,17,92.976,8,623
1,0,25,74.372,5,497
1,1,24,85.837,8,657
0,1,17,82.19,7,583
0,1,18,86.88,8,650
0,0,18,80.418,7,570
0,1,18,90.333,7,553
0,1,18,94,8,600
0,0,18,90.285,7,550
0,1,18,91.095,7,567
0,1,19,85.928,7,553
0,1,18,89.476,7,557
0,1,17,80.772,8,607
0,1,19,71.701,7,550
0,0,18,83.166,7,577
0,0,18,87.309,7,557
0,1,17,82.261,7,550
0,1,17,77.431,6,520
0,1,17,78.431,7,557
0,0,18,93.5,8,603
1,1,23,90.547,8,643
0,0,18,83.181,7,597
0,1,18,79.733,7,597
0,0,18,87.095,7,550
0,1,18,88.38,8,607
0,0,18,94.571,7,597
0,1,17,85.261,7,550
0,0,18,92.666,7,580
0,1,18,87.404,4,450
0,1,18,74.787,8,600
0,0,17,89.404,8,613
0,0,18,81.93,6,520
0,1,17,95.404,7,580
0,0,16,85.523,8,653
0,0,18,80.34,6,523
0,1,21,88.651,7,570
0,0,18,76.229,7,550
0,1,17,96.809,8,663
0,1,18,89.571,8,650
0,1,18,76.043,8,623
0,1,17,92.785,8,640
0,1,18,90.547,8,607
0,0,18,80.604,7,550
0,1,18,92.738,6,520
0,0,18,83.595,6,520
0,1,20,87.333,7,550
0,1,18,91.761,7,550
0,0,17,85,4,460
0,1,19,80.486,7,550
0,1,18,92.085,8,603
0,1,17,92.238,7,567
0,0,18,84.882,7,550
0,0,21,92.714,7,550
0,1,20,79.714,7,594
1,0,20,87.166,7,570
0,0,20,59.133,7,583
0,1,17,92.69,8,667
1,1,20,90.071,7,560
0,1,18,83.309,7,577
0,0,20,83.095,8,603
0,1,18,88.813,7,560
0,1,20,75.979,7,557
0,0,20,83.454,8,607
0,1,17,83.139,7,550
0,0,18,84.642,7,550
0,1,18,93.428,8,663
0,1,18,85.162,8,631
0,1,18,87.523,8,644
0,1,18,89.465,8,627
0,1,19,86.642,8,621
0,1,19,75.622,7,567
0,1,18,93.828,8,620
0,0,18,92.095,8,640
0,0,18,92.877,7,563
0,1,19,88.833,8,650
0,0,19,84.357,7,590
0,0,19,73.716,4,470
1,0,18,73.5,4,473
0,0,18,86.19,7,570
0,1,18,73.203,5,497
0,0,19,82.966,7,553
0,0,20,87.404,7,593
0,0,18,92.619,8,650
0,1,19,88.333,8,640
0,1,20,87.095,7,550
0,1,20,86.142,7,590
0,0,19,78.107,7,560
0,0,19,83.25,8,617
0,0,19,90.142,7,587
0,1,19,82.232,8,613
1,0,19,73.509,7,593
0,0,19,84.976,8,620
0,0,20,79.325,8,637
0,1,19,78.558,8,600
0,0,18,98,8,600
0,1,19,83.418,8,617
0,1,19,81.208,7,578
0,1,19,76.866,6,520
0,0,19,87.093,6,547
0,0,19,82.761,7,587
0,1,19,83.906,8,603
0,0,20,91.142,7,589
0,0,18,76.729,7,570
0,0,19,98,7,583
0,0,18,88.285,8,607
0,1,19,79.136,7,553
0,1,19,93.714,8,610
0,0,19,94.023,8,663
0,1,18,81.238,7,550
0,0,19,73.062,7,590
0,1,18,73.274,7,583
1,0,18,77.391,6,530
0,0,18,78.34,6,520
0,0,18,87.8,8,613
0,1,19,93.871,7,563
0,1,19,84.833,8,617
0,0,18,88.476,7,573
0,1,18,77.533,7,567
0,1,19,72.833,4,433
0,1,18,78.837,8,611
0,1,19,68.596,8,607
0,0,17,93.833,7,593
0,0,18,86.279,7,550
0,0,18,81.488,5,517
1,0,19,85.642,7,597
0,0,18,90.964,7,553
0,1,18,94.057,8,637
0,0,19,89.69,7,583
0,0,18,83,4,457
0,1,18,84,4,433
0,0,19,95.69,8,640
0,0,19,87.595,8,617
0,1,17,92.833,8,603
1,0,18,86.604,7,597
0,0,18,94.333,8,607
0,0,18,90.738,7,580
0,1,18,86.761,8,620
0,1,19,76.347,6,540
0,0,17,84.928,8,603
0,1,18,84.023,7,550
0,1,18,80,7,563
0,0,18,92.928,8,617
0,0,19,88.119,8,627
0,0,18,76.166,7,570
0,1,18,84.704,7,580
0,0,18,72.9,7,550
0,1,18,87.928,8,647
1,0,18,84.767,8,603
0,0,18,85.142,7,583
0,0,18,90.761,8,603
0,1,18,80.837,7,587
0,0,18,92.88,8,603
0,0,18,92.666,7,593
0,1,18,86.428,7,577
0,1,18,80.046,7,567
0,0,18,88.761,8,640
0,1,18,80.441,7,560
0,0,18,91.428,8,627
0,1,18,79.279,7,560
0,1,18,86.738,7,560
0,1,18,87.8,4,437
0,1,18,83.309,7,553
0,0,18,96.542,7,580
0,1,18,88.785,7,570
0,0,18,93.785,8,627
0,0,18,85.452,7,583
0,1,18,87.119,8,640
0,1,17,79.523,7,577
0,0,17,87.547,8,660
0,0,18,85.88,7,593
0,0,18,82.071,7,593
0,0,17,88.285,7,590
0,1,19,90.047,7,593
0,0,18,93.428,8,620
0,1,18,75.702,7,550
0,1,18,96.142,8,630
0,0,18,90.523,8,600
0,0,18,79.093,7,550
0,1,18,79.666,7,550
0,0,18,95.785,7,550
0,0,17,86.285,7,550
0,1,18,81.395,7,570
0,0,18,92.952,8,643
0,1,18,93.88,8,637
0,1,19,91.489,8,657
0,1,17,90.261,7,583
0,1,18,89.081,8,633
0,0,18,95.285,8,637
0,0,18,94,8,660
0,0,18,86.047,8,613
0,1,19,87.452,7,580
0,1,18,84.023,8,623
1,0,17,87.674,8,617
0,1,18,80.88,7,570
0,0,18,85.096,7,578
0,1,18,83.325,8,601
0,1,18,74.38,4,469
0,1,18,76.416,5,503
0,1,18,92.833,7,570
0,0,18,82.333,7,584
0,0,18,97.071,8,677
0,1,17,82,7,560
0,0,19,92.857,8,653
0,1,18,79.5,7,580
0,0,17,94.551,8,650
1,1,18,91.071,8,657
0,1,18,81.952,7,573
0,1,18,91.071,7,577
0,1,18,84.047,7,590
0,0,18,76.181,7,567
0,0,17,79.043,8,603
0,0,18,96.452,8,658
0,0,17,96.833,8,637
0,1,18,85.547,8,600
0,1,17,77.958,8,600
0,0,18,86.428,7,563
0,0,18,86.714,7,593
0,0,17,93.142,8,657
0,1,18,87.023,8,637
0,1,19,80.441,7,553
0,1,17,80.136,7,590
0,0,18,85.738,8,619
0,0,18,81.813,7,573
0,1,18,83.93,7,563
0,0,18,87.666,7,590
0,0,18,87.547,8,603
0,0,19,83.666,8,617
0,0,19,96.761,8,653
0,1,18,80.697,7,570
0,0,18,93.857,8,667
0,0,18,91.285,7,597
0,0,18,89.595,8,600
0,0,19,84.5,7,597
0,1,18,87.452,8,620
0,1,18,81.931,8,603
0,0,18,84.714,7,563
0,0,18,79.021,7,590
0,1,19,80.488,8,627
0,0,18,81.428,7,587
0,0,18,86.581,8,610
0,1,19,79.904,7,560
0,1,18,84.785,8,603
0,0,18,83.214,7,570
0,1,18,95.952,8,610
0,1,18,81.465,7,550
0,1,18,80.186,8,620
0,1,19,84.619,8,634
0,1,18,82.952,8,620
0,0,19,84.071,7,558
0,1,18,84.435,8,657
0,0,17,95.619,7,550
0,0,18,75.195,8,607
0,1,19,91.238,8,629
0,1,19,77.4,6,540
0,0,17,89.523,7,580
0,0,18,81.488,8,603
0,0,18,85.761,7,577
0,1,19,80.428,7,577
0,1,18,81.883,7,557
0,1,18,81.023,8,623
0,1,18,93.88,8,644
0,0,18,85.5,8,610
0,0,17,84.595,7,550
0,1,18,81.204,7,557
0,1,19,80.166,8,613
0,1,18,90.326,8,677
0,0,19,86.738,7,573
0,1,18,78.488,5,517
0,0,18,86.342,8,663
0,0,18,85.571,7,560
1,1,18,76.695,7,557
0,0,17,77.466,6,527
0,1,18,83.833,8,647
0,0,19,87.452,7,577
0,0,18,80.071,8,658
0,1,18,83.214,8,600
0,1,18,89.761,8,623
0,1,19,89.452,8,640
0,0,18,92.047,7,597
0,1,19,80.744,8,658
0,0,18,92.214,8,611
0,0,18,94.69,8,603
0,0,18,86.69,8,610
0,1,18,86.976,8,617
0,0,18,84.571,7,563
0,0,18,93.166,8,617
0,0,19,90.738,7,570
0,0,19,87.809,7,590
0,1,18,86.19,8,607
0,1,18,80.258,7,568
0,0,18,81.833,7,577
0,1,19,89.023,8,673
0,1,18,81.214,7,577
0,1,19,94.833,8,667
0,1,18,82.404,7,593
0,1,18,79.022,8,673
0,1,18,81.904,7,550
0,1,18,85.785,8,629
0,0,18,89.694,8,643
0,1,18,82.285,8,607
0,0,19,91.632,8,619
0,0,18,95.571,8,659
0,0,19,76.204,7,557
0,1,18,92.452,8,658
0,0,18,88.833,7,597
0,0,18,90.19,7,567
0,0,18,82.568,7,553
0,1,18,78.13,7,577
0,0,18,93.547,8,657
0,1,18,78.255,7,573
0,1,18,90.571,8,663
0,1,18,81,7,583
0,0,18,77.488,7,597
0,0,18,90.095,8,650
0,0,18,90.238,7,557
0,1,18,84.761,8,647
0,0,19,94.071,8,621
0,1,19,81.023,7,563
0,1,19,87.952,8,647
0,1,17,87.38,8,637
0,1,18,93.265,8,626
0,1,18,91.595,8,650
0,0,18,85.619,8,630
0,0,19,80.232,6,533
0,0,18,90.214,8,610
0,1,18,89.476,7,587
0,1,18,85.404,8,677
0,1,18,78.565,8,650
0,0,18,91.238,8,603
0,0,19,87.285,8,657
0,0,19,96.214,8,644
0,1,18,89.88,8,663
0,1,18,83.619,7,583
0,0,18,87.952,8,621
1,1,18,81.88,8,617
0,1,19,81.071,8,600
0,1,18,85.523,8,620
0,1,18,82.309,8,640
0,0,18,97.738,8,650
0,0,18,88.428,8,631
0,0,19,96.904,7,593
0,0,18,93.119,8,637
0,1,18,85.38,8,600
0,0,18,85.19,7,550
0,0,18,94.904,8,633
0,1,18,96.428,8,633
0,1,18,89.265,7,587
0,1,18,85.071,7,593
0,1,18,90.395,8,623
0,0,18,84.833,7,593
0,1,19,76.826,7,567
0,0,18,83.766,8,620
0,0,19,96.738,8,633
0,0,18,89.214,8,633
1,0,18,86.19,8,667
0,1,18,89.38,8,630
0,1,19,82.976,8,600
0,0,18,97.53,7,597
0,0,19,80.931,7,587
0,1,19,80.204,5,513
0,1,18,87.163,8,603
0,1,18,89.238,8,600
0,0,18,87.095,7,590
0,0,18,86.785,7,550
0,1,18,90.071,8,613
0,1,18,87.071,6,543
0,0,18,84.928,8,617
0,1,18,88.571,8,630
0,1,18,78.813,7,553
0,0,18,87.666,8,610
0,0,18,88.761,8,603
0,0,18,96.071,8,647
0,0,19,87.976,7,560
1,1,18,91.071,8,640
0,1,18,87.547,7,593
0,1,18,81.837,8,637
0,0,19,90.918,8,627
0,1,18,95.244,8,620
0,1,18,83.214,8,610
0,0,19,82.863,8,626
0,0,19,89.333,8,650
0,0,18,95.904,8,623
0,0,18,83.261,8,640
0,1,17,91,8,640
0,0,18,82,8,600
0,1,18,90.404,7,590
0,1,19,93.642,8,630
0,0,18,95.333,8,643
0,1,18,73.148,7,580
0,1,18,93.88,8,607
0,0,19,80.86,6,547
0,0,18,90.966,8,643
0,1,18,75.791,7,563
0,0,18,90,7,593
0,0,17,82.441,7,553
0,1,18,91.261,8,643
0,1,18,94.755,8,613
0,0,18,86.666,7,567
0,0,18,88.619,8,611
0,1,18,78.181,7,577
0,0,18,90.38,8,623
0,0,18,93.166,8,627
0,0,19,93.877,8,658
0,0,18,90.142,8,677
0,1,19,82.116,8,600
0,0,19,93.119,8,630
0,0,19,92.571,8,628
0,1,18,85.214,8,610
0,1,18,87,8,637
0,1,18,94.233,8,660
0,1,18,87.19,8,663
0,0,18,86.095,8,647
0,0,18,83,8,627
1,0,18,87.5,7,550
0,1,17,87,7,580
0,0,18,92.738,8,663
0,0,18,89.833,8,630
0,0,18,87.976,7,563
0,0,17,92.404,8,663
0,0,18,90.666,8,650
0,0,18,87.785,6,520
0,0,18,87.404,8,613
0,1,18,92.523,8,643
0,0,18,76.25,7,577
0,1,18,76.291,7,563
0,1,19,87.166,8,640
0,0,18,89.023,8,634
0,1,18,81.72,7,580
0,0,18,82.285,7,560
0,0,19,79.255,7,583
0,1,18,84.441,7,593
0,0,19,80.534,7,550
0,1,17,87.928,8,627
0,1,18,88.523,8,653
0,1,18,79.86,7,577
0,0,19,85.333,7,570
0,1,18,90.404,7,570
0,1,18,80.238,7,587
0,1,18,81.608,7,580
0,1,18,84.809,7,563
0,0,18,84.69,7,597
0,0,18,77.444,7,570
0,1,19,89.619,8,673
0,1,17,85.809,7,567
0,1,17,90.571,7,553
0,1,18,97.976,8,623
0,1,18,94.5,8,620
0,1,17,80.325,7,580
0,1,19,93.071,8,637
0,1,17,77.568,7,550
0,1,17,91.261,7,550
1,0,18,81.595,7,580
0,1,18,88.877,7,594
0,1,18,92.357,8,627
1,0,18,80.326,8,601
0,0,18,85.785,8,600
0,0,18,96.642,8,637
0,0,19,83,7,563
0,1,18,87.285,8,610
0,1,18,88,8,600
0,1,18,84.666,6,543
0,1,18,78.288,7,573
0,1,18,86.204,7,583
0,0,18,82.285,7,553
0,1,18,89.047,8,630
0,1,18,88.142,8,617
0,0,18,85.976,7,580
0,0,18,81.209,7,550
0,0,18,89.642,8,630
0,1,17,81.69,7,587
0,1,19,89,8,630
0,0,18,86.142,7,580
0,1,18,95.897,8,677
0,0,18,90.785,8,640
0,0,18,82.093,7,563
1,1,18,88.714,8,617
0,1,18,85.79,7,580
0,1,18,81.547,8,644
0,1,18,73.568,7,580
0,0,17,89.642,7,570
0,0,19,79.404,7,550
0,0,18,90.928,8,600
0,0,18,83.047,7,573
0,0,17,98,8,673
0,0,18,80.071,8,613
0,1,17,80.38,7,550
0,1,19,81.551,7,563
0,1,19,96.04,8,653
0,1,18,78.977,5,481
0,0,18,90.761,7,560
0,0,18,94.904,8,643
0,1,18,84.904,7,573
0,1,18,91.238,8,610
0,0,17,80.604,7,560
0,1,18,81.952,7,593
0,0,19,94.166,7,590
0,0,18,82.023,7,593
0,1,18,77.953,7,563
0,0,18,72.7,7,558
0,1,18,87.976,8,601
0,1,18,95.238,8,643
0,1,17,94.857,8,643
1,0,18,91.653,8,633
0,0,18,88.46,7,583
0,1,18,88.761,8,647
0,0,17,96.976,7,550
0,1,18,87.547,8,647
0,1,17,98.816,8,637
0,1,18,86.19,7,557
0,1,18,89.19,8,647
0,0,17,82.909,8,610
0,1,19,83.116,8,633
0,1,18,85.119,7,593
0,0,18,85.357,7,563
0,1,19,80.5,8,640
0,0,18,83.547,6,533
0,1,19,84.511,8,647
0,0,19,95.095,8,611
0,1,18,91.619,8,630
0,1,18,78.886,7,587
0,1,18,89.183,8,657
0,0,18,86.071,8,600
0,1,18,87.404,8,617
0,0,18,83.045,8,607
0,0,18,91.952,8,650
1,1,18,85.452,8,637
0,1,18,91.047,8,637
0,1,17,81.954,7,573
0,0,18,86.023,7,597
0,0,19,83.404,7,577
0,1,18,80.159,6,521
0,1,19,82.09,7,571
0,1,18,87.387,8,644
0,0,18,90.785,7,550
0,0,19,83.285,7,560
0,0,18,81.302,7,567
0,1,18,87.5,8,600
0,1,18,92.897,8,647
0,0,18,92.595,8,603
0,1,18,79.744,8,647
0,1,18,83.071,7,550
0,1,18,87.38,6,520
0,1,19,87.595,8,643
0,1,18,93.904,8,637
0,1,18,86.19,7,550
0,0,18,89.809,8,650
0,0,18,78.477,7,571
0,0,18,93.19,8,600
0,1,18,86.285,7,550
0,1,18,86.38,7,563
0,0,18,90.452,8,603
0,1,18,93.809,8,640
0,0,19,85.023,7,574
0,1,17,80.34,7,570
0,1,18,75.695,7,553
0,0,19,82.79,7,573
0,1,18,86,7,583
1,0,17,89.333,8,603
0,1,19,84.511,8,633
0,1,18,88.693,8,647
0,0,18,85.666,7,580
